share memory
ToM optimizer lr * 10
2024-04-07 01:18:18,063 : lr: 0.001
2024-04-07 01:18:18,063 : gamma: 0.1
2024-04-07 01:18:18,063 : gamma_rate: 0.002
2024-04-07 01:18:18,063 : gamma_final: 0.9
2024-04-07 01:18:18,063 : tau: 1.0
2024-04-07 01:18:18,063 : entropy: 0.005
2024-04-07 01:18:18,063 : grad_entropy: 1.0
2024-04-07 01:18:18,063 : seed: 1
2024-04-07 01:18:18,063 : workers: 6
2024-04-07 01:18:18,063 : A2C_steps: 10
2024-04-07 01:18:18,063 : env_steps: 10
2024-04-07 01:18:18,063 : start_eps: 2000
2024-04-07 01:18:18,063 : ToM_train_loops: 1
2024-04-07 01:18:18,063 : policy_train_loops: 1
2024-04-07 01:18:18,063 : test_eps: 20
2024-04-07 01:18:18,063 : ToM_frozen: 5
2024-04-07 01:18:18,063 : env: CN
2024-04-07 01:18:18,063 : optimizer: Adam
2024-04-07 01:18:18,063 : amsgrad: True
2024-04-07 01:18:18,063 : load_model_dir: None
2024-04-07 01:18:18,063 : load_executor_dir: None
2024-04-07 01:18:18,063 : log_dir: logs/CN/Apr07_01-18
2024-04-07 01:18:18,064 : model: ToM2C
2024-04-07 01:18:18,064 : gpu_id: [-1]
2024-04-07 01:18:18,064 : norm_reward: True
2024-04-07 01:18:18,064 : train_comm: False
2024-04-07 01:18:18,064 : random_target: True
2024-04-07 01:18:18,064 : mask_actions: False
2024-04-07 01:18:18,064 : mask: False
2024-04-07 01:18:18,064 : render: False
2024-04-07 01:18:18,064 : fix: False
2024-04-07 01:18:18,064 : shared_optimizer: True
2024-04-07 01:18:18,064 : train_mode: -1
2024-04-07 01:18:18,064 : lstm_out: 32
2024-04-07 01:18:18,064 : sleep_time: 0
2024-04-07 01:18:18,064 : max_step: 3000000
2024-04-07 01:18:18,064 : render_save: False
2024-04-07 01:18:18,064 : num_agents: -1
2024-04-07 01:18:18,064 : num_targets: -1
/home/josuetf/ToM2C/venv/lib/python3.9/site-packages/torch/autograd/__init__.py:130: UserWarning: CUDA initialization: Found no NVIDIA driver on your system. Please check that you have an NVIDIA GPU and installed a driver from http://www.nvidia.com/Download/index.aspx (Triggered internally at  /pytorch/c10/cuda/CUDAFunctions.cpp:100.)
  Variable._execution_engine.run_backward(
/home/josuetf/ToM2C/shared_optim.py:155: UserWarning: This overload of add_ is deprecated:
	add_(Number alpha, Tensor other)
Consider using one of the following signatures instead:
	add_(Tensor other, *, Number alpha) (Triggered internally at  /pytorch/torch/csrc/utils/python_arg_parser.cpp:882.)
  exp_avg.mul_(beta1).add_(1 - beta1, grad)
2024-04-07 01:18:43,821 : Time 00h 00m 25s, ave eps reward [-31.91 -31.91 -31.91], ave eps length 10.0, reward step [-3.19 -3.19 -3.19], FPS 6.94, mean reward -31.9121217021274, std reward 6.165989510372239, AG 0.0
2024-04-07 01:19:10,521 : Time 00h 00m 52s, ave eps reward [-33.22 -33.22 -33.22], ave eps length 10.0, reward step [-3.32 -3.32 -3.32], FPS 6.69, mean reward -33.217691216211804, std reward 7.064140382753161, AG 0.0
2024-04-07 01:19:37,216 : Time 00h 01m 19s, ave eps reward [-32.72 -32.72 -32.72], ave eps length 10.0, reward step [-3.27 -3.27 -3.27], FPS 6.85, mean reward -32.715594886068445, std reward 8.383322554621568, AG 0.0
2024-04-07 01:20:03,890 : Time 00h 01m 45s, ave eps reward [-36.2 -36.2 -36.2], ave eps length 10.0, reward step [-3.62 -3.62 -3.62], FPS 7.94, mean reward -36.20411977606255, std reward 8.880812357313884, AG 0.0
2024-04-07 01:20:30,831 : Time 00h 02m 12s, ave eps reward [-25.57 -25.57 -25.57], ave eps length 10.0, reward step [-2.56 -2.56 -2.56], FPS 6.66, mean reward -25.565752638661575, std reward 11.604369935077717, AG 0.0
2024-04-07 01:20:57,525 : Time 00h 02m 39s, ave eps reward [-21.29 -21.29 -21.29], ave eps length 10.0, reward step [-2.13 -2.13 -2.13], FPS 6.55, mean reward -21.29098265060386, std reward 8.63879040303532, AG 0.0
2024-04-07 01:21:24,104 : Time 00h 03m 06s, ave eps reward [-22.01 -22.01 -22.01], ave eps length 10.0, reward step [-2.2 -2.2 -2.2], FPS 6.82, mean reward -22.006992000238988, std reward 10.846583342429497, AG 0.0
2024-04-07 01:21:50,605 : Time 00h 03m 32s, ave eps reward [-23.01 -23.01 -23.01], ave eps length 10.0, reward step [-2.3 -2.3 -2.3], FPS 8.0, mean reward -23.007235241634454, std reward 10.190011217113037, AG 0.0
2024-04-07 01:22:16,861 : Time 00h 03m 58s, ave eps reward [-24.52 -24.52 -24.52], ave eps length 10.0, reward step [-2.45 -2.45 -2.45], FPS 10.15, mean reward -24.516668450368286, std reward 9.963635029956373, AG 0.0
2024-04-07 01:22:44,191 : Time 00h 04m 26s, ave eps reward [-23.15 -23.15 -23.15], ave eps length 10.0, reward step [-2.32 -2.32 -2.32], FPS 6.66, mean reward -23.15189624752596, std reward 7.8251313143042225, AG 0.0
2024-04-07 01:23:10,851 : Time 00h 04m 52s, ave eps reward [-20.09 -20.09 -20.09], ave eps length 10.0, reward step [-2.01 -2.01 -2.01], FPS 7.14, mean reward -20.092572117950475, std reward 8.233447703374448, AG 0.0
2024-04-07 01:23:37,196 : Time 00h 05m 19s, ave eps reward [-19.56 -19.56 -19.56], ave eps length 10.0, reward step [-1.96 -1.96 -1.96], FPS 9.82, mean reward -19.55898481581952, std reward 6.369695214139644, AG 0.0
2024-04-07 01:24:03,844 : Time 00h 05m 45s, ave eps reward [-19.91 -19.91 -19.91], ave eps length 10.0, reward step [-1.99 -1.99 -1.99], FPS 7.5, mean reward -19.907379068269993, std reward 7.25152769207276, AG 0.0
2024-04-07 01:24:30,608 : Time 00h 06m 12s, ave eps reward [-25.13 -25.13 -25.13], ave eps length 10.0, reward step [-2.51 -2.51 -2.51], FPS 6.66, mean reward -25.127685839264032, std reward 8.999570523782387, AG 0.0
2024-04-07 01:24:57,524 : Time 00h 06m 39s, ave eps reward [-21.59 -21.59 -21.59], ave eps length 10.0, reward step [-2.16 -2.16 -2.16], FPS 8.93, mean reward -21.594005784666372, std reward 7.842329675397627, AG 0.0
2024-04-07 01:25:23,977 : Time 00h 07m 05s, ave eps reward [-17.59 -17.59 -17.59], ave eps length 10.0, reward step [-1.76 -1.76 -1.76], FPS 8.46, mean reward -17.59423456209643, std reward 5.981918580220185, AG 0.0
2024-04-07 01:25:50,768 : Time 00h 07m 32s, ave eps reward [-16.85 -16.85 -16.85], ave eps length 10.0, reward step [-1.68 -1.68 -1.68], FPS 6.5, mean reward -16.848949914410404, std reward 4.91933437404522, AG 0.0
2024-04-07 01:26:17,508 : Time 00h 07m 59s, ave eps reward [-17.75 -17.75 -17.75], ave eps length 10.0, reward step [-1.77 -1.77 -1.77], FPS 6.82, mean reward -17.74515730369033, std reward 6.625843014881424, AG 0.0
2024-04-07 01:26:44,212 : Time 00h 08m 26s, ave eps reward [-17.42 -17.42 -17.42], ave eps length 10.0, reward step [-1.74 -1.74 -1.74], FPS 6.72, mean reward -17.424486632360207, std reward 5.081745676914588, AG 0.0
2024-04-07 01:27:10,885 : Time 00h 08m 52s, ave eps reward [-17.4 -17.4 -17.4], ave eps length 10.0, reward step [-1.74 -1.74 -1.74], FPS 7.18, mean reward -17.40427259940301, std reward 6.0451878515532815, AG 0.0
2024-04-07 01:27:37,567 : Time 00h 09m 19s, ave eps reward [-17.8 -17.8 -17.8], ave eps length 10.0, reward step [-1.78 -1.78 -1.78], FPS 6.54, mean reward -17.80128041456775, std reward 6.208877539863135, AG 0.0
2024-04-07 01:28:04,201 : Time 00h 09m 46s, ave eps reward [-20.89 -20.89 -20.89], ave eps length 10.0, reward step [-2.09 -2.09 -2.09], FPS 7.11, mean reward -20.893113764084262, std reward 5.794876413332948, AG 0.0
2024-04-07 01:28:30,505 : Time 00h 10m 12s, ave eps reward [-17.45 -17.45 -17.45], ave eps length 10.0, reward step [-1.74 -1.74 -1.74], FPS 10.6, mean reward -17.447270519061142, std reward 6.447299069778551, AG 0.0
2024-04-07 01:28:57,730 : Time 00h 10m 39s, ave eps reward [-16.88 -16.88 -16.88], ave eps length 10.0, reward step [-1.69 -1.69 -1.69], FPS 6.59, mean reward -16.879693831830004, std reward 5.4320554829689325, AG 0.0
2024-04-07 01:29:24,166 : Time 00h 11m 06s, ave eps reward [-20.05 -20.05 -20.05], ave eps length 10.0, reward step [-2.01 -2.01 -2.01], FPS 8.27, mean reward -20.052179245421737, std reward 7.4990157019822625, AG 0.0
2024-04-07 01:29:50,587 : Time 00h 11m 32s, ave eps reward [-21.57 -21.57 -21.57], ave eps length 10.0, reward step [-2.16 -2.16 -2.16], FPS 9.07, mean reward -21.5730109256884, std reward 8.8080772759917, AG 0.0
2024-04-07 01:30:17,362 : Time 00h 11m 59s, ave eps reward [-19.66 -19.66 -19.66], ave eps length 10.0, reward step [-1.97 -1.97 -1.97], FPS 6.98, mean reward -19.662226250783945, std reward 6.5027395771046, AG 0.0
2024-04-07 01:30:44,119 : Time 00h 12m 26s, ave eps reward [-14.3 -14.3 -14.3], ave eps length 10.0, reward step [-1.43 -1.43 -1.43], FPS 6.61, mean reward -14.298190048459057, std reward 4.616737885979016, AG 0.0
2024-04-07 01:31:10,770 : Time 00h 12m 52s, ave eps reward [-16.26 -16.26 -16.26], ave eps length 10.0, reward step [-1.63 -1.63 -1.63], FPS 10.16, mean reward -16.25626740966786, std reward 3.9630776230049616, AG 0.0
2024-04-07 01:31:37,506 : Time 00h 13m 19s, ave eps reward [-13.23 -13.23 -13.23], ave eps length 10.0, reward step [-1.32 -1.32 -1.32], FPS 7.22, mean reward -13.226921599031389, std reward 3.1522017600200276, AG 0.0
2024-04-07 01:32:04,168 : Time 00h 13m 46s, ave eps reward [-17.78 -17.78 -17.78], ave eps length 10.0, reward step [-1.78 -1.78 -1.78], FPS 6.89, mean reward -17.784105188282876, std reward 6.856485030297423, AG 0.0
2024-04-07 01:32:30,666 : Time 00h 14m 12s, ave eps reward [-14.9 -14.9 -14.9], ave eps length 10.0, reward step [-1.49 -1.49 -1.49], FPS 8.01, mean reward -14.903458901009705, std reward 4.508547986910462, AG 0.0
2024-04-07 01:32:57,502 : Time 00h 14m 39s, ave eps reward [-18.93 -18.93 -18.93], ave eps length 10.0, reward step [-1.89 -1.89 -1.89], FPS 6.94, mean reward -18.933216506947936, std reward 4.706750326837611, AG 0.0
2024-04-07 01:33:24,195 : Time 00h 15m 06s, ave eps reward [-17.38 -17.38 -17.38], ave eps length 10.0, reward step [-1.74 -1.74 -1.74], FPS 6.77, mean reward -17.380297178420797, std reward 4.969359498398601, AG 0.0
2024-04-07 01:33:50,861 : Time 00h 15m 32s, ave eps reward [-17.42 -17.42 -17.42], ave eps length 10.0, reward step [-1.74 -1.74 -1.74], FPS 7.07, mean reward -17.42357630977452, std reward 5.3452495051688, AG 0.0
2024-04-07 01:34:17,163 : Time 00h 15m 59s, ave eps reward [-16.8 -16.8 -16.8], ave eps length 10.0, reward step [-1.68 -1.68 -1.68], FPS 10.1, mean reward -16.799745148762124, std reward 6.7467097583586035, AG 0.0
2024-04-07 01:34:43,744 : Time 00h 16m 25s, ave eps reward [-17.56 -17.56 -17.56], ave eps length 10.0, reward step [-1.76 -1.76 -1.76], FPS 8.28, mean reward -17.562624661730986, std reward 4.855714170516753, AG 0.0
2024-04-07 01:35:10,930 : Time 00h 16m 52s, ave eps reward [-15.02 -15.02 -15.02], ave eps length 10.0, reward step [-1.5 -1.5 -1.5], FPS 7.04, mean reward -15.015857132522402, std reward 4.113082691901658, AG 0.0
2024-04-07 01:35:37,139 : Time 00h 17m 19s, ave eps reward [-14.28 -14.28 -14.28], ave eps length 10.0, reward step [-1.43 -1.43 -1.43], FPS 9.91, mean reward -14.280105307034393, std reward 3.746661266024887, AG 0.0
2024-04-07 01:36:03,781 : Time 00h 17m 45s, ave eps reward [-15.23 -15.23 -15.23], ave eps length 10.0, reward step [-1.52 -1.52 -1.52], FPS 7.98, mean reward -15.232367814624865, std reward 5.679739440517317, AG 0.0
2024-04-07 01:36:30,478 : Time 00h 18m 12s, ave eps reward [-13.83 -13.83 -13.83], ave eps length 10.0, reward step [-1.38 -1.38 -1.38], FPS 6.66, mean reward -13.830928174797176, std reward 4.735960545528642, AG 0.0
2024-04-07 01:36:57,150 : Time 00h 18m 39s, ave eps reward [-16.16 -16.16 -16.16], ave eps length 10.0, reward step [-1.62 -1.62 -1.62], FPS 6.79, mean reward -16.157108384960203, std reward 6.841231469441139, AG 0.0
2024-04-07 01:37:23,909 : Time 00h 19m 05s, ave eps reward [-14.7 -14.7 -14.7], ave eps length 10.0, reward step [-1.47 -1.47 -1.47], FPS 9.38, mean reward -14.696716992717441, std reward 4.439997467639096, AG 0.0
2024-04-07 01:37:50,560 : Time 00h 19m 32s, ave eps reward [-14.98 -14.98 -14.98], ave eps length 10.0, reward step [-1.5 -1.5 -1.5], FPS 6.76, mean reward -14.979924000773039, std reward 4.08054881027802, AG 0.0
2024-04-07 01:38:17,269 : Time 00h 19m 59s, ave eps reward [-15.73 -15.73 -15.73], ave eps length 10.0, reward step [-1.57 -1.57 -1.57], FPS 6.66, mean reward -15.726103331221827, std reward 4.675978062982395, AG 0.0
2024-04-07 01:38:43,586 : Time 00h 20m 25s, ave eps reward [-13.82 -13.82 -13.82], ave eps length 10.0, reward step [-1.38 -1.38 -1.38], FPS 8.96, mean reward -13.820425667321846, std reward 5.374026794963008, AG 0.0
